1	પમરાવવું	પમ-રાવ-વું & પમ-રાવ-વું	2
1	ઉલંઘાવું	ઉ-લંઘા-વું & ઉ-લં-ઘા-વું	2
1	સર્વાંગીણ	સર્વાંગીણ & સર્-વાં-ગી-ણ	2
1	હોસ્ટ	હોસ્ટ & હોસ્-ટ	2
1	અગત્યનું	અ-ગત્-યનું & અ-ગત્ય-નું	2
1	નિષ્પન્ન	નિષ્-પન્-ન & નિષ્-પન્-ન	2
1	વિયુક્ત	વિયુક્ત & વિ-યુક્ત	2
1	દ્દષ્ટ	દ્-દષ્-ટ & દ્-દષ્-ટ	2
1	અભ્યાસભૂત	અભ્-યાસભૂત & અભ્-યા-સ-ભૂ-ત	2
1	યષ્ટિમધુ	યષ્-ટિમ-ધુ & યષ્-ટિમ-ધુ	2
1	શાક્ટ	શાક્ટ & શાક્ટ	2
1	કૂકટદમ	કૂકટદમ & કૂ-ક-ટ-દ-મ	2
1	મદ્ર	મ-દ્ર & મદ્ર	2
1	ધિણોવું	ધિણોવું & ધિ-ણો-વું	2
1	પુરાત	પુ-રાત & પુ-રા-ત	2
1	શાંતિમય	શાંતિમય & શાં-તિ-મય	2
1	અનુદ્દેશ	અ-નુદ્-દેશ & અ-નુદ્-દે-શ	2
1	કેક	કેક & કે-ક	2
1	અસાહાય્ય	અ-સા-હાય્ય & અ-સા-હાય્ય	2
1	પૅરેગ્રાફ	પૅરેગ્રાફ & પૅ-રે-ગ્-રા-ફ	2
1	અરસિક	અર-સિક & અર-સિ-ક	2
1	રહ્યું	રહ્યું & રહ્યું	2
1	મુક્તા	મુક્તા & મુક્-તા	2
1	છકિયું	છ-કિ-યું & છ-કિ-યું	2
1	લડાકુ	લ-ડા-કુ & લ-ડા-કુ	2
1	બૅન્કર	બૅન્કર & બૅન્-ક-ર	2
1	અંતઃપુરિકા	અંતઃ-પુરિ-કા & અં-તઃ-પુ-રિ-કા	2
1	બારાત	બા-રાત & બા-રા-ત	2
1	ધોડાવવું	ધો-ડાવ-વું & ધો-ડાવ-વું	2
1	ધડધડ	ધ-ડધ-ડ & ધડ-ધડ	2
1	ઠારક	ઠારક & ઠા-ર-ક	2
1	આયદાય	આય-દાય & આય-દા-ય	2
1	કાઠિન્ય	કા-ઠિન્-ય & કા-ઠિન્-ય	2
1	ઉપશાંતિ	ઉપશાંતિ & ઉપ-શાં-તિ	2
1	હરીરો	હ-રીરો & હ-રી-રો	2
1	અક્ષયવાણી	અક્-ષયવા-ણી & અક્-ષય-વા-ણી	2
1	અરણ્યદ્વાદશી	અરણ્યદ્વાદશી & અ-રણ્ય-દ્-વા-દ-શી	2
1	દેવસ્થાન	દેવસ્થાન & દે-વસ્-થાન	2
1	દેહી	દેહી & દે-હી	2
1	અંતઃક્ષોભ	અંતઃક્ષોભ & અં-તઃક્-ષો-ભ	2
1	અલૌકિકવસ્તુવાદી	અ-લૌ-કિક-વસ્-તુ-વા-દી & અ-લૌ-કિક-વસ્-તુ-વા-દી	2
1	હીરહારી	હીર-હા-રી & હીર-હા-રી	2
1	આત્મપરીક્ષા	આત્-મ-પ-રીક્-ષા & આત્-મ-પ-રીક્-ષા	2
1	શોષક	શોષક & શો-ષ-ક	2
1	ભરણું	ભર-ણું & ભર-ણું	2
1	બાળઉછેર	બાળઉ-છેર & બાળ-ઉ-છે-ર	2
1	અરબ	અ-ર-બ & અર-બ	2
1	કાર્યગ્રાહિણી	કાર્-ય-ગ્રા-હિ-ણી & કાર્-ય-ગ્-રા-હિ-ણી	2
1	અકુશલ	અકુશલ & અ-કુ-શ-લ	2
1	બહારકોટ	બ-હાર-કોટ & બ-હાર-કો-ટ	2
1	રેંટ	રેંટ & રેં-ટ	2
1	જાતિસ્મર	જા-તિ-સ્મર & જા-તિ-સ્-મર	2
1	બુદ્ધિવાદ	બુદ્ધિવાદ & બુદ્-ધિ-વા-દ	2
1	શમપ્રધાન	શમપ્ર-ધાન & શમપ્ર-ધા-ન	2
1	ધારાસભ્ય	ધા-રાસભ્-ય & ધા-રા-સભ્ય	2
1	આધારરેષા	આ-ધારરેષા & આ-ધાર-રે-ષા	2
1	નિત	નિત & નિ-ત	2
1	નીભો	નીભો & ની-ભો	2
1	અનાદેય	અ-નાદેય & અ-ના-દેય	2
1	તાણોવાણો	તાણોવાણો & તા-ણો-વા-ણો	2
1	જરાતરા	જ-રાત-રા & જ-રાત-રા	2
1	વગોવાવવું	વ-ગો-વાવ-વું & વ-ગો-વાવ-વું	2
1	પરૂણાચાર	પરૂણાચાર & પ-રૂ-ણા-ચાર	2
1	બાઢમ્	બાઢમ્ & બા-ઢમ્	2
1	પ્રાઇવસી	પ્રાઇવસી & પ્-રા-ઇવ-સી	2
1	પમાડવું	પ-માડ-વું & પ-માડ-વું	2
1	અટલ	અટલ & અટ-લ	2
1	ઉણાદિ	ઉણાદિ & ઉ-ણા-દિ	2
1	દાતણપાણી	દા-તણપા-ણી & દા-તણ-પા-ણી	2
1	જાતીકું	જા-તીકું & જા-તી-કું	2
1	ઝળેળવું	ઝ-ળેળ-વું & ઝ-ળેળ-વું	2
1	ઝખ	ઝખ & ઝ-ખ	2
1	એશિયન	એશિયન & એ-શિ-યન	2
1	ઠકાર	ઠકાર & ઠ-કાર	2
